person,modelo_mas_visitado,region_persona,pais,evento_predominante_mes_5,semana_mas_interactuante,device_type,channel_frecuente
c9f92575,Samsung Galaxy S6 Flat,Sao Paulo,Brazil,viewed product,Fourth,Computer,Direct
22dc1641,iPhone 6S,Parana,Brazil,viewed product,Fourth,Computer,Organic
26b3af75,iPhone 6S Plus,Sao Paulo,Brazil,viewed product,Fourth,Smartphone,Paid
20c339d1,Samsung Galaxy S7 Edge,Pernambuco,Brazil,ad campaign hit,Fourth,Smartphone,Paid
ca107cb3,iPhone 6,Sao Paulo,Brazil,viewed product,Fourth,Computer,Organic
03a1b4d1,Samsung Galaxy S7,Sao Paulo,Brazil,viewed product,Fourth,Computer,Paid
403e9122,Samsung Galaxy Core Plus Duos TV,Ceara,Brazil,ad campaign hit,Fourth,Smartphone,Paid
eff8e35d,Motorola Moto X Play 4G Dual,Sao Paulo,Brazil,brand listing,Fifth,Computer,Paid
b91d857d,Samsung Galaxy S7 Edge,Pernambuco,Brazil,viewed product,Fourth,Smartphone,Paid
0c27b8a4,Samsung Galaxy J5,Unknown,Brazil,ad campaign hit,Third,Computer,Paid
2e6eeaea,Samsung Galaxy J7,Sao Paulo,Brazil,viewed product,Fourth,Computer,Paid
b641e140,0,0,0,visited site,Fourth,Computer,Organic
dbff021d,Motorola Moto G2 3G Dual,Unknown,Brazil,viewed product,Fourth,Computer,Referral
f968af5d,iPhone 6S,Sao Paulo,Brazil,checkout,Fourth,Smartphone,Paid
0da2a2e1,Samsung Galaxy J1 Mini,Minas Gerais,Brazil,ad campaign hit,Fourth,Smartphone,Paid
0c017f77,iPhone 6,Unknown,Brazil,ad campaign hit,Fourth,Computer,Paid
8a8cb4b9,iPhone 5s,Unknown,Unknown,ad campaign hit,Fourth,Computer,Paid
963ff9a0,Samsung Galaxy Gran 2 Duos TV,Mato Grosso,Brazil,visited site,Fourth,Computer,Paid
72116360,iPhone 7 Plus,Santa Catarina,Brazil,viewed product,Fourth,Computer,Paid
6303ead0,iPhone 7 Plus,Rio Grande do Sul,Brazil,viewed product,Fourth,Smartphone,Paid
79e0e858,0,0,0,checkout,Fourth,,
c0e715b8,Samsung Galaxy S7,Sergipe,Brazil,ad campaign hit,Fifth,Smartphone,Paid
174a7d37,Samsung Galaxy J2 Prime TV,Bahia,Brazil,checkout,Fourth,Computer,Paid
2c7ff70f,Motorola Moto G4 Plus,Rio de Janeiro,Brazil,viewed product,Fourth,Smartphone,Referral
3924462b,iPhone 6,Sao Paulo,Brazil,visited site,Fourth,Smartphone,Paid
de5c52ab,Samsung Galaxy S6 Flat,Parana,Brazil,viewed product,Fourth,Computer,Paid
c911adcb,Samsung Galaxy A7 2017,Unknown,Brazil,viewed product,Fourth,Computer,Paid
b0aeef21,iPhone 6S Plus,Sao Paulo,Brazil,viewed product,Fourth,Smartphone,Social
fca7fb4b,Motorola Moto X2,Unknown,Brazil,viewed product,Fourth,Computer,Paid
980f3777,Samsung Galaxy S7,Sao Paulo,Brazil,viewed product,Second,Computer,Direct
bb609b35,0,0,0,searched products,Fourth,Smartphone,Organic
01ab5296,Motorola Moto G4 DTV,Rio de Janeiro,Brazil,viewed product,Fourth,Computer,Organic
952d8052,Samsung Galaxy S7,Unknown,Brazil,viewed product,Fourth,Smartphone,Referral
79028ca7,iPhone 4G,Sao Paulo,Brazil,viewed product,Fourth,Smartphone,Paid
70ffd130,iPhone 6,Sao Paulo,Brazil,viewed product,Fourth,Computer,Paid
452bf39a,Samsung Galaxy Note 4,Rio de Janeiro,Brazil,viewed product,Fourth,Smartphone,Paid
93da3f94,Samsung Galaxy Core 2 Duos,Sao Paulo,Brazil,visited site,Second,Smartphone,Direct
1517be31,Samsung Galaxy S7 Edge,Sao Paulo,Brazil,viewed product,Fourth,Computer,Organic
5026a460,iPhone 7,Federal District,Brazil,viewed product,Fourth,Computer,Paid
56bc3f6f,Samsung Galaxy J5 2016 Metal,Federal District,Brazil,viewed product,Fourth,Computer,Paid
cf59af5a,LG L Prime D337,Pernambuco,Brazil,viewed product,Fourth,Computer,Paid
cb855242,Samsung Galaxy J5,Rio Grande do Sul,Brazil,brand listing,Fourth,Smartphone,Paid
098ece49,Motorola Moto G2 3G Dual,Rio Grande do Sul,Brazil,visited site,Fourth,Smartphone,Organic
5c725ce9,iPhone 6,Paraíba,Brazil,viewed product,Fourth,Computer,Paid
f880176b,Samsung Galaxy Core 2 Duos,Parana,Brazil,viewed product,Fourth,Smartphone,Paid
15d7a3bf,0,0,0,visited site,Fourth,Smartphone,Paid
5821c7c2,Samsung Galaxy A5,Sao Paulo,Brazil,brand listing,Fourth,Computer,Paid
b992ab03,iPhone 6,Sao Paulo,Brazil,checkout,Fourth,Smartphone,Paid
35cc1bf1,0,0,0,visited site,Fourth,Smartphone,Paid
bfc5d5d6,Samsung Galaxy J1 Mini,Federal District,Brazil,viewed product,Fourth,Tablet,Paid
3aada25a,Samsung Galaxy S4 i9505,Rio de Janeiro,Brazil,searched products,Fifth,Smartphone,Paid
3fb76051,Samsung Galaxy A7 2017,Unknown,Unknown,viewed product,Fourth,Computer,Direct
d8b4fe17,Motorola Moto G2 3G Dual,Unknown,Brazil,visited site,Fourth,Smartphone,Paid
34756a17,Motorola Moto G5 Plus,Minas Gerais,Brazil,viewed product,Fourth,Smartphone,Organic
9f5cc454,iPhone SE,Maranhao,Brazil,visited site,Fourth,Smartphone,Paid
be7453a9,Samsung Galaxy J7,Bahia,Brazil,ad campaign hit,Fourth,Smartphone,Paid
f5426ae1,Samsung Galaxy A7 2017,Paraíba,Brazil,brand listing,Fourth,Tablet,Paid
3b19e54e,Samsung Galaxy A5 2017,Rio Grande do Sul,Brazil,viewed product,Fourth,Computer,Organic
79ed8b5b,Samsung Galaxy J7,Ceara,Brazil,viewed product,Third,Computer,Paid
2f263dd0,0,0,0,checkout,Fourth,,
b36ff432,0,0,0,checkout,Fourth,,
3643cf50,iPhone 7 Plus,Unknown,Unknown,viewed product,Second,Smartphone,Organic
1a94eda7,Samsung Galaxy J7 Prime,Sao Paulo,Brazil,ad campaign hit,Fourth,Smartphone,Paid
d364a443,Samsung Galaxy J7 Prime,Unknown,Brazil,viewed product,Fifth,Smartphone,Paid
94c9f9de,Samsung Galaxy S7,Bahia,Brazil,ad campaign hit,Fifth,Smartphone,Paid
02b02d37,iPhone 6S,Sao Paulo,Brazil,search engine hit,Fifth,Smartphone,Paid
1086d8f1,iPhone 5s,Espirito Santo,Brazil,viewed product,Fifth,Smartphone,Paid
6631ccf6,Samsung Galaxy J2 4G Duos TV,Sao Paulo,Brazil,searched products,Fifth,Smartphone,Organic
fe1f8c6a,Samsung Galaxy S8,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Paid
9534119b,iPhone SE,Pernambuco,Brazil,viewed product,Fifth,Computer,Direct
26d781a0,Samsung Galaxy J5,Paraíba,Brazil,visited site,Fifth,Smartphone,Paid
9b7fb867,Samsung Galaxy Grand Duos i9082,Minas Gerais,Brazil,ad campaign hit,Fifth,Smartphone,Paid
ce1752d9,iPhone 4G,Ceara,Brazil,viewed product,Fifth,Smartphone,Paid
2ae76776,0,0,0,searched products,Fifth,Smartphone,Referral
159798c0,iPhone 6,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Paid
84ab8ff3,iPhone 6S,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Paid
2e6bea91,Samsung Galaxy S8,Ceara,Brazil,searched products,Fifth,Smartphone,Paid
da6d5b84,iPhone 6,Rio de Janeiro,Brazil,viewed product,Fifth,Computer,Direct
0deed6ff,Samsung Galaxy J5,Sao Paulo,Brazil,searched products,Fifth,Smartphone,Paid
dce32241,iPhone 6S,Sao Paulo,Brazil,viewed product,Fourth,Smartphone,Direct
f6b8d998,Samsung Galaxy S5 New Edition,Mato Grosso do Sul,Brazil,viewed product,Fifth,Smartphone,Organic
65dfbe6e,Samsung Galaxy S6 Edge,Minas Gerais,Brazil,viewed product,Fifth,Smartphone,Paid
557c199d,Samsung Galaxy S4 i9515,Ceara,Brazil,searched products,Fifth,Smartphone,Paid
20aa5848,Motorola Moto X Play 4G Dual,Unknown,Unknown,viewed product,Fifth,Computer,Paid
d6adcb05,LG K10 TV,Pernambuco,Brazil,searched products,Fifth,Smartphone,Direct
2e67debc,iPhone 6 Plus,Minas Gerais,Brazil,checkout,Fifth,Computer,Paid
f5ad8b02,iPhone 6S Plus,Sao Paulo,Brazil,ad campaign hit,Fifth,Smartphone,Paid
0589bc9f,iPhone 6S,Unknown,Brazil,viewed product,Fourth,Computer,Organic
67cdc151,iPhone SE,Pernambuco,Brazil,viewed product,Fifth,Computer,Organic
358bef18,iPhone 6,Unknown,Brazil,viewed product,Fifth,Computer,Paid
c600638f,iPhone 6,Unknown,Unknown,viewed product,Fifth,Smartphone,Paid
6955042b,iPhone 6S,Rio de Janeiro,Brazil,brand listing,Fifth,Computer,Organic
aa9074f7,Motorola Moto X Play 4G Dual,Alagoas,Brazil,search engine hit,Fifth,Smartphone,Paid
dbf01ac0,iPhone 6,Unknown,Brazil,viewed product,Fifth,Smartphone,Direct
6ec4968e,Motorola Moto G5S,Santa Catarina,Brazil,viewed product,Fifth,Computer,Paid
e3571475,Samsung Galaxy Note 8,Santa Catarina,Brazil,viewed product,Fifth,Computer,Organic
f178568e,Samsung Galaxy S8 Plus,Maranhao,Brazil,ad campaign hit,Fifth,Smartphone,Paid
67988952,Samsung Galaxy S3 Mini,Sao Paulo,Brazil,ad campaign hit,Fifth,Smartphone,Paid
800b02b2,Samsung Galaxy J5,Sao Paulo,Brazil,viewed product,Fifth,Computer,Paid
0eef038a,0,0,0,ad campaign hit,Fifth,Smartphone,Paid
02b8d9d5,iPhone 6,Rio Grande do Sul,Brazil,viewed product,Fifth,Smartphone,Organic
aa0c4643,iPhone 6,Unknown,Brazil,viewed product,Fifth,Smartphone,Paid
cf2ae150,iPhone 6S,Amazonas,Brazil,viewed product,Fifth,Smartphone,Paid
f6adce90,iPhone 6S,Rio de Janeiro,Brazil,viewed product,Fifth,Smartphone,Paid
d4c1b191,Samsung Galaxy J5,Maranhao,Brazil,ad campaign hit,Fifth,Smartphone,Paid
896eb799,iPhone 6S,Sao Paulo,Brazil,generic listing,Fifth,Computer,Direct
cb2fee13,Samsung Galaxy A5,Rio Grande do Sul,Brazil,viewed product,First,Smartphone,Organic
ec97581d,iPhone 4S,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Paid
89bd1865,LG L Prime D337,Minas Gerais,Brazil,viewed product,Fifth,Smartphone,Paid
3df9a911,0,0,0,viewed product,Fifth,,
b123aaca,iPhone 7 Plus,Minas Gerais,Brazil,viewed product,Fifth,Smartphone,Organic
1df2cc28,Samsung Galaxy J5,Goias,Brazil,viewed product,Fifth,Smartphone,Paid
175daf23,Samsung Galaxy S5,Sao Paulo,Brazil,viewed product,Fifth,Computer,Paid
7af44b5b,Samsung Galaxy Note 5,Bahia,Brazil,viewed product,Fifth,Smartphone,Paid
8dd5e1f5,Samsung Galaxy S7 Edge,Unknown,Unknown,viewed product,Fifth,Smartphone,Paid
57ca60a3,Samsung Galaxy S8,Minas Gerais,Brazil,viewed product,Fifth,Computer,Organic
540cd8a6,iPhone 6S Plus,Rondonia,Brazil,viewed product,Fifth,Smartphone,Organic
48986e93,Motorola Moto G2 3G Dual,Bahia,Brazil,ad campaign hit,Fourth,Smartphone,Paid
d7ff84be,iPhone 6,Pernambuco,Brazil,viewed product,Third,Smartphone,Paid
6ba341bb,iPhone 7 Plus,Alagoas,Brazil,ad campaign hit,Fifth,Smartphone,Paid
b614fafa,Samsung Galaxy J7 Prime,Sao Paulo,Brazil,viewed product,Fifth,Computer,Paid
0c33283e,Motorola Moto G3 4G,Sao Paulo,Brazil,visited site,Fifth,Smartphone,Organic
28ff2f59,Samsung Galaxy S8,Rio de Janeiro,Brazil,viewed product,Fifth,Computer,Organic
48cebe9c,Samsung Galaxy S6 Flat,Goias,Brazil,viewed product,Fourth,Computer,Organic
6905d147,iPhone 6S,Sergipe,Brazil,viewed product,Fifth,Smartphone,Paid
17018b21,Samsung Galaxy S7 Edge,Maranhao,Brazil,viewed product,Fifth,Smartphone,Direct
df528606,Samsung Galaxy S7,Unknown,Unknown,viewed product,Fifth,Smartphone,Organic
7734d62a,0,0,0,visited site,Fifth,Computer,Direct
c24ececa,Motorola Moto G2 4G Dual,Bahia,Brazil,visited site,Fifth,Smartphone,Paid
1c927230,Motorola Moto G3 4G,Sao Paulo,Brazil,viewed product,Fifth,Computer,Paid
7ae43a60,Samsung Galaxy S7,Unknown,Unknown,visited site,Fifth,Smartphone,Organic
560787b4,iPhone 5s,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Paid
ab5605d2,Motorola Moto G3 HDTV,Minas Gerais,Brazil,viewed product,Fifth,Computer,Paid
fefba419,0,0,0,ad campaign hit,Fifth,Computer,Paid
d0a88cd8,0,0,0,checkout,Fifth,,
765893bf,Samsung Galaxy J7 Prime,Sao Paulo,Brazil,visited site,Fifth,Computer,Paid
cbe8c0e8,0,0,0,search engine hit,Fifth,Smartphone,Paid
1307013f,0,0,0,visited site,Fifth,Smartphone,Referral
1c83d2d8,Samsung Galaxy J7,Minas Gerais,Brazil,visited site,Fifth,Computer,Paid
8b799702,iPhone 6,Bahia,Brazil,viewed product,Fifth,Smartphone,Paid
5c1840ff,Samsung Galaxy J1 Mini,Espirito Santo,Brazil,viewed product,Fourth,Smartphone,Referral
33d89a81,Quantum GO 4G,Piaui,Brazil,brand listing,Fifth,Computer,Direct
be53249c,0,0,0,staticpage,Fifth,,
8f4e0fe0,iPhone 5s,Unknown,Unknown,viewed product,Fifth,Tablet,Paid
9fdaaa10,Samsung Galaxy J7,Sao Paulo,Brazil,ad campaign hit,Fifth,Computer,Paid
44748bc9,Samsung Galaxy S7 Edge,Rio de Janeiro,Brazil,viewed product,Fifth,Smartphone,Paid
9dc3376c,Samsung Galaxy S6 Edge,Unknown,Brazil,visited site,Fifth,Smartphone,Paid
d546c787,iPhone 6,Minas Gerais,Brazil,viewed product,Fifth,Computer,Organic
1ae55bd9,0,0,0,checkout,Fifth,,
d2a718e9,iPhone 5s,Rio de Janeiro,Brazil,brand listing,Fifth,Smartphone,Direct
0947f818,Samsung Galaxy S4 i9515,Rio de Janeiro,Brazil,viewed product,Fifth,Smartphone,Paid
dd01527d,iPhone 7,Rio de Janeiro,Brazil,viewed product,Fifth,Smartphone,Organic
a82a1dc4,iPhone 5,Ceara,Brazil,ad campaign hit,Fifth,Smartphone,Paid
1141014e,Samsung Galaxy J5 2016 Metal,Minas Gerais,Brazil,search engine hit,Fifth,Smartphone,Organic
dbb42724,0,0,0,checkout,Fifth,Computer,Organic
74fbe662,iPhone 6S,Sao Paulo,Brazil,viewed product,Fifth,Computer,Organic
44a7120f,Motorola Moto G5 ,Federal District,Brazil,viewed product,Fifth,Computer,Organic
061dfed7,iPhone 4G,Rio de Janeiro,Brazil,viewed product,Fifth,Smartphone,Direct
ad3ed9a2,Motorola Moto G4 Play,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Organic
8afb7c42,Samsung Galaxy Gran Prime 3G Duos,Bahia,Brazil,ad campaign hit,Fifth,Computer,Paid
957d3f8f,Samsung Galaxy J2 4G Duos TV,Amapa,Brazil,ad campaign hit,Fifth,Tablet,Paid
6a9ce4a4,Motorola Moto G2 3G Dual,Unknown,Brazil,viewed product,Fifth,Smartphone,Paid
499e9c9a,Samsung Galaxy S7,Unknown,Brazil,visited site,Fifth,Smartphone,Paid
63fefe7d,Samsung Galaxy Core Plus Duos TV,Sao Paulo,Brazil,viewed product,Fifth,Smartphone,Paid
3cc38de3,iPhone 6S,Bahia,Brazil,viewed product,Fifth,Smartphone,Paid
d078566c,Samsung Galaxy J5,Sao Paulo,Brazil,generic listing,Fifth,Smartphone,Paid
2086fafb,iPhone 6,Parana,Brazil,viewed product,Fifth,Computer,Paid
6af81532,Samsung Galaxy S5 Mini Duos,Unknown,Brazil,ad campaign hit,Fifth,Smartphone,Paid
5b28685c,iPhone 6,Bahia,Brazil,viewed product,Fifth,Smartphone,Organic
87cbb0c5,LG G4 H815P,Unknown,Unknown,brand listing,Fifth,Computer,Paid
3b035cc3,Samsung Galaxy J7,Espirito Santo,Brazil,ad campaign hit,Fifth,Smartphone,Paid
f9daee5b,Samsung Galaxy S6 Edge,Sao Paulo,Brazil,viewed product,Fifth,Computer,Paid
901310ae,Motorola Moto G4 DTV,Minas Gerais,Brazil,viewed product,Fourth,Computer,Organic
9faa9e46,Samsung Galaxy Core Plus Duos TV,Espirito Santo,Brazil,generic listing,Fourth,Smartphone,Paid
e5a4044f,Samsung Galaxy S7 Edge,Mato Grosso,Brazil,viewed product,Fourth,Smartphone,Direct
204c6569,Motorola Moto E2 3G Dual,Sao Paulo,Brazil,viewed product,Fourth,Smartphone,Paid
04cfe908,Samsung Galaxy J1 Mini,Unknown,Brazil,searched products,Fourth,Smartphone,Paid
19009af4,iPhone 5c,Goias,Brazil,viewed product,Fourth,Smartphone,Paid
887783d3,iPhone 6S,Rio de Janeiro,Brazil,viewed product,Fourth,Smartphone,Paid
f7e601a9,iPhone 4S,Unknown,Brazil,viewed product,Fourth,Smartphone,Paid
c07189c6,Samsung Galaxy S5,Minas Gerais,Brazil,viewed product,Fourth,Smartphone,Paid
011d982c,iPhone 6,Unknown,Brazil,searched products,Fourth,Smartphone,Paid
b758471d,Samsung Galaxy J7,Rio Grande do Sul,Brazil,viewed product,Fourth,Computer,Paid
3e2492e0,iPhone 6,Rio de Janeiro,Brazil,visited site,Fourth,Smartphone,Paid
eaf50e9f,iPhone 6S,Sao Paulo,Brazil,viewed product,Fourth,Smartphone,Referral
199f6914,Samsung Galaxy S6 Edge,Unknown,Unknown,viewed product,Fourth,Computer,Paid
6427a49f,Samsung Galaxy J7,Parana,Brazil,viewed product,Fourth,Smartphone,Paid
272ec971,iPhone 5s,Mato Grosso,Brazil,ad campaign hit,Fourth,Tablet,Paid
ba871932,Samsung Galaxy S8,Sao Paulo,Brazil,viewed product,Fourth,Tablet,Paid
95323455,Samsung Galaxy J5,Rio de Janeiro,Brazil,ad campaign hit,Fourth,Smartphone,Paid
d17af242,Samsung Galaxy S6 Flat,Minas Gerais,Brazil,viewed product,Fourth,Computer,Paid
5249c733,iPhone 6,Pernambuco,Brazil,viewed product,Fourth,Smartphone,Paid
33c04c6b,iPhone 6S,Rio de Janeiro,Brazil,viewed product,Fourth,Smartphone,Paid
b6853979,iPhone 6,Unknown,Unknown,viewed product,Fourth,Computer,Paid
6f66a016,Samsung Galaxy J5,Sao Paulo,Brazil,ad campaign hit,Fifth,Smartphone,Paid
9a4b54fc,iPhone 6S,Sao Paulo,Brazil,viewed product,Fourth,Smartphone,Paid
0cb6ede0,Samsung Galaxy S7 Edge,Morelos,Mexico,viewed product,Fourth,Tablet,Paid
f423f2df,iPhone 6,Sao Paulo,Brazil,viewed product,Fourth,Smartphone,Organic
a093546f,Samsung Galaxy J3,Goias,Brazil,viewed product,Fourth,Computer,Organic
c962e51a,Samsung Galaxy S8 Plus,Unknown,Unknown,ad campaign hit,Fourth,Smartphone,Paid
c0a66964,iPhone 4G,Sao Paulo,Brazil,visited site,Fourth,Smartphone,Paid
a0522902,iPhone 6S,Minas Gerais,Brazil,viewed product,Fourth,Smartphone,Organic
d5436903,Motorola Moto G2 3G Dual,Parana,Brazil,viewed product,Fourth,Computer,Paid
8b7f6565,Motorola Moto Z Play,Rio Grande do Sul,Brazil,viewed product,Fourth,Smartphone,Referral
c98edc6c,iPhone 6 Plus,Minas Gerais,Brazil,ad campaign hit,Fourth,Smartphone,Paid
d79a439b,iPhone 6,Unknown,Brazil,brand listing,Fourth,Computer,Direct
da9dd4f2,Motorola Moto X Play 4G Dual,Minas Gerais,Brazil,viewed product,Fourth,Smartphone,Paid
1da0d395,Samsung Galaxy A5 2016,Sao Paulo,Brazil,viewed product,Fourth,Smartphone,Direct
9edf5466,iPhone 7 Plus,Piaui,Brazil,search engine hit,Fourth,Smartphone,Paid
988006ff,iPhone 5s,Minas Gerais,Brazil,viewed product,Fifth,Computer,Paid
e62f6c76,Motorola Moto G5 Plus,Rio Grande do Sul,Brazil,viewed product,Fourth,Smartphone,Organic
c16c84bd,Samsung Galaxy S7,Para,Brazil,viewed product,Fourth,Computer,Paid
32dfe8c1,Samsung Galaxy Gran Prime Duos TV,Parana,Brazil,viewed product,Fourth,Tablet,Paid
14fa4e6b,iPhone 5s,Amazonas,Brazil,viewed product,Fourth,Computer,Paid
6aa30475,Motorola Moto G4 Play,Ceara,Brazil,viewed product,Fourth,Computer,Paid
ea858c8c,Lenovo Vibe A7010 Dual Chip,Unknown,Unknown,brand listing,Fourth,Computer,Paid
c3d7917e,Samsung Galaxy S6 Flat,Sao Paulo,Brazil,viewed product,Fourth,Computer,Direct
a676b817,Samsung Galaxy J5,Minas Gerais,Brazil,searched products,Fourth,Smartphone,Paid
a253fdec,Samsung Galaxy J7,Espirito Santo,Brazil,viewed product,Fourth,Computer,Paid
391325c5,Samsung Galaxy J7,Santa Catarina,Brazil,visited site,Fourth,Smartphone,Email
986de9b8,Motorola Moto MAXX ,Sao Paulo,Brazil,visited site,Fourth,Smartphone,Paid
c314a0bd,Samsung Galaxy S8,Sao Paulo,Brazil,viewed product,Fourth,Smartphone,Paid
9e026104,iPhone 7 Plus,Minas Gerais,Brazil,viewed product,Fourth,Smartphone,Paid
e504e649,Samsung Galaxy A5 2016,Sao Paulo,Brazil,searched products,Fourth,Smartphone,Organic
8526868f,Samsung Galaxy S7 Edge,Rio de Janeiro,Brazil,viewed product,Fourth,Computer,Organic
7841641a,0,0,0,generic listing,Fourth,,
b91f78e8,iPhone 6S,Rio de Janeiro,Brazil,viewed product,Fourth,Smartphone,Paid
852df530,iPhone 6,Para,Brazil,viewed product,Fourth,Computer,Direct
a17b5a95,iPhone 5s,Goias,Brazil,viewed product,Fourth,Tablet,Paid
0cbacdc1,Motorola Moto G2 3G Dual,Sao Paulo,Brazil,ad campaign hit,Fourth,Computer,Paid
8265d527,Samsung Galaxy S7 Edge,Rio de Janeiro,Brazil,viewed product,Fourth,Computer,Paid
0e410ced,Samsung Galaxy A3 2016,Rondonia,Brazil,viewed product,Fourth,Computer,Direct
6f32f7df,Motorola Moto G4 Play DTV,Sao Paulo,Brazil,ad campaign hit,Fourth,Computer,Paid
c90a4f3a,Motorola Moto G2 3G Dual,Rio de Janeiro,Brazil,visited site,Fourth,Smartphone,Paid
aa7a9951,Samsung Galaxy S8,Minas Gerais,Brazil,visited site,Fourth,Smartphone,Paid
f264a83b,Motorola Moto G3 HDTV,Sao Paulo,Brazil,viewed product,Third,Computer,Paid
54aab0cf,Samsung Galaxy J5,Unknown,Brazil,ad campaign hit,Fourth,Smartphone,Paid
c63cf523,Samsung Galaxy J7,Unknown,Brazil,ad campaign hit,Fourth,Computer,Paid
13ed1966,iPhone 6 Plus,Minas Gerais,Brazil,viewed product,Fourth,Smartphone,Direct
fb66df40,0,0,0,checkout,Fourth,,
1063951f,Samsung Galaxy J5 Prime,Minas Gerais,Brazil,viewed product,Fourth,Computer,Paid
4af7c773,Motorola Moto G4 Play,Ceara,Brazil,viewed product,Fourth,Computer,Paid
d2586499,Samsung Galaxy Gran Neo Duos,Amazonas,Brazil,generic listing,Fourth,Smartphone,Organic
6ca7bdd0,iPhone 5s,Minas Gerais,Brazil,viewed product,Fourth,Computer,Paid
d8dd688f,iPhone 5s,Minas Gerais,Brazil,viewed product,Fourth,Smartphone,Organic
e80c8748,iPhone 7,Sao Paulo,Brazil,viewed product,Fourth,Tablet,Paid
c21960cb,Samsung Galaxy S7,Sao Paulo,Brazil,viewed product,Fourth,Smartphone,Paid
dd88609c,Samsung Galaxy S7 Edge,Rio Grande do Sul,Brazil,viewed product,Fourth,Computer,Paid
6e998fb9,iPhone 5s,Sao Paulo,Brazil,viewed product,Fourth,Computer,Paid
6750a5aa,iPhone 6S,Sao Paulo,Brazil,brand listing,Fourth,Smartphone,Referral
d317e462,Samsung Galaxy S4 Mini Duos,Parana,Brazil,ad campaign hit,Second,Computer,Paid
98e43c2e,Motorola Moto G2 3G Dual,Sao Paulo,Brazil,viewed product,Fourth,Computer,Paid
e804a919,Samsung Galaxy S7,Minas Gerais,Brazil,viewed product,Fourth,Computer,Paid
6695456c,iPhone 5c,Bahia,Brazil,viewed product,Fourth,Computer,Direct
96d8a609,0,0,0,ad campaign hit,Fourth,Smartphone,Paid
6a6bdea5,iPhone 5s,Ceara,Brazil,viewed product,Fourth,Smartphone,Paid
2cc34778,iPhone 5s,Federal District,Brazil,viewed product,Fourth,Computer,Paid
1998824e,iPhone SE,Sao Paulo,Brazil,brand listing,Fourth,Computer,Paid
9f84c6c6,iPhone 6,Federal District,Brazil,viewed product,Fourth,Computer,Organic
cb044625,Samsung Galaxy J5,Bahia,Brazil,viewed product,Fourth,Computer,Paid
ae16b15b,Samsung Galaxy S7 Edge,Rio de Janeiro,Brazil,viewed product,First,Smartphone,Organic
b7314838,Samsung Galaxy S6 Edge,Bahia,Brazil,viewed product,Fourth,Computer,Paid
b392e955,iPhone 6S,Amazonas,Brazil,viewed product,Fourth,Computer,Paid
268f2bfa,iPhone 6,Ceara,Brazil,viewed product,Fourth,Computer,Organic
40a34008,iPhone 6,Sao Paulo,Brazil,viewed product,Fourth,Computer,Paid
07db4e73,Samsung Galaxy S8 Plus,Maranhao,Brazil,viewed product,Fourth,Computer,Paid
adc88330,iPhone 7 Plus,Sao Paulo,Brazil,viewed product,Fourth,Computer,Direct
b0045a12,iPhone 5s,Minas Gerais,Brazil,viewed product,Fourth,Smartphone,Referral
5b803937,Samsung Galaxy S7,Unknown,Brazil,viewed product,Fourth,Computer,Organic
ace4e6cc,iPhone 6S,Bahia,Brazil,viewed product,Fourth,Smartphone,Organic
af00e24b,Samsung Galaxy Note 3,Sao Paulo,Brazil,viewed product,Fourth,Computer,Direct
fee99b5d,iPhone 5s,Sao Paulo,Brazil,viewed product,Third,Computer,Paid
1a1d5aa0,iPhone 5s,Sao Paulo,Brazil,generic listing,Fourth,Smartphone,Paid
3f184e02,Motorola Moto G3 4G,Minas Gerais,Brazil,viewed product,Fourth,Computer,Organic
760df998,Samsung Galaxy S7,Sao Paulo,Brazil,viewed product,Fourth,Computer,Paid
9dcee64b,Motorola Moto Z Play,Sao Paulo,Brazil,viewed product,Fourth,Smartphone,Paid
044798c5,0,0,0,viewed product,Second,,
9fe75b00,iPhone 7 Plus,Unknown,Brazil,viewed product,Fourth,Smartphone,Paid
a464de9c,Samsung Galaxy J1 2016,Sao Paulo,Brazil,viewed product,Fourth,Computer,Paid
